ID,Title,Url,Source,Description,Date,Article,Sentiment
31,RBI allows more banks to import gold,http://www.rediff.com/money/slide-show/slide-show-1-rbi-allows-more-banks-to-import-gold/20140320.htm,Rediff India Abroad,"The Reserve Bank of India (RBI) has allowed more banks, including Axis Bank and Kotak Mahindra Bank, to import gold under the 80:20 scheme, a move seen as a precursor to easing restrictions on inward shipments of the metal. The government and ...",2014-03-20T03:25:10Z,"The Reserve Bank of India (RBI) has allowed more banks, including Axis Bank and Kotak Mahindra Bank, to import gold under the 80:20 scheme, a move seen as a precursor to easing restrictions on inward shipments of the metal. The government and the RBI had imposed tough measures to control gold imports, one of the primary causes of the current account deficit swelling to a record high $88.2 billion in 2012-13. The government also increased customs duty on gold to 10 per cent from 4 per cent to discourage imports.",Positive
32,UPDATE 1-India raises $1.4 bln in divestment push to bolster revenue,http://www.reuters.com/article/2014/03/21/india-axis-bank-divestment-idUSL3N0MI1D820140321,Thomson Reuters,"The government on Friday raised about $900 million by selling 9 percent of Axis Bank Ltd, India's No.3 private-sector bank by assets, to institutional investors. The sale will pare the government's ownership in Axis Bank, held via a trust fund ...",2014-03-21T08:38:57Z,"The Indian government on Friday raised as much as $1.4 billion through share sales, in a push to shore up state finances before it heads into a tough parliamentary election next month. As a result, New Delhi managed to exceed its sharply-lowered budget target to raise as much as $3.1 billion via stake sales in some private as well as state companies in the fiscal year to March 31, after years of falling short. Some analysts hope the new government, taking office in May, will speed divestments to bolster revenue generation and trim the budget deficit, as part of efforts to revive slowing economic growth. Finance Minister P. Chidambaram had penciled nearly $9 billion in divestment revenues into his budget for this fiscal year, but slashed that figure last month to $3.1 billion. He also set an ambitious target of raising $8.5 billion from further share sales in the next fiscal year, but this estimate could be revised by a possible successor after the election. ""With the next government in place, one would only expect better fortunes from stake sales,"" said N.R. Bhanumurthy, an economist at the National Institute of Public Finance and Policy think tank. ""A recovery in growth sentiment in the market should help sell stakes quite early in the next fiscal year to meet the target."" Stake divestment was a key plank for the ruling Congress party, forecast to face its worst defeat in the upcoming parliamentary election, its support undermined by an economy growing at its slowest pace in a decade. Against the revised target of raising $2.6 billion by selling stakes in state companies and another $490 million from selling part of its holdings in some private companies, the government is set to end the year with a combined $3.5 billion. The government on Friday raised about $900 million by selling 9 percent of Axis Bank Ltd, India's No.3 private-sector bank by assets, to institutional investors. The sale will pare the government's ownership in Axis Bank, held via a trust fund called Specified Undertaking of the Unit Trust of India (SUUTI), to 11.7 percent. Separately, about $490 million was raised by selling partial stakes in 10 state-owned companies via an exchange traded fund (ETF) operated by Goldman Sachs' asset management unit in India. The Central Public Sector Enterprises ETF, which targets retail and institutional investors, started accepting subscriptions on Tuesday, aiming to raise as much as 30 billion rupees by March 21. The ETF was seen helping the government divest its stakes in some of the public sector companies by pairing blue chips such as Oil and Natural Gas Corp Ltd (ONGC) with smaller, financially weaker firms. Both the offerings saw strong demand, with investors' bids exceeding the number of shares on offer. The share sales came as the broader Mumbai market index rallied this month to record highs, boosting domestic and overseas investors' appetite for new equity offerings in Asia's third-largest economy. Total equity offerings in India dropped to $9.4 billion in 2013 from $14.9 billion a year earlier, according to Thomson Reuters data.",Average
33,New Banking License: Election Commission Clears Way for New Bank Licences,http://www.aegindia.org/2014/04/new-banking-license-election-commission-clears-way-for-new-bank-licences/2149303.html,aeg India,"In 1993 January, ten banks were given licenses as per the guidelines. ICICI bank, HDFC bank, Axis bank, Indusind bank, DCB bank, IDBI bank are among those who were issued licence. RBI issued licenses for YES Bank, Kotak Mahindra bank were issued licenses ...",2014-04-02T00:32:16Z,"RBI wrote a letter to Election commission asking for its suggestions on whether they can take decision to issues licenses to new banks as the election code is now in implementation.  Election commission asked for some clarification for which RBI responded.  After going through all these, EC gave line clearance for issue of licenses. Earlier RBI governor Rajan said that the process of issue of licenses for new banks will be speed up once they get the clearance of EC.  He said they will try to issue the licenses as soon as possible after discussing in RBI board. RBI invited applications for new banking licenses in July, 2013.  Twenty seven companies belonging to private and government sector applied for licence.  But later Tata group and Value industries withdraw their proposals and finally there are 25 companies in the race.  There are government sector companies such as India Post, LIC Housing finance, IFCI, IDFC. Anil Ambani group, Aditya Birla group, L & T finance, Bajaj finance, Muthoot Finance, Religare enterprises, Sri Ram Capital are the private sector companies that applied for license. A committee headed by RBI ex-governor Bimal Jalan scrutinized the applications and submitted their report which included the company names that are qualified for setting up new banks, it is said.  There is information that India Post, LIC Housing Finance, L & T Finance, IDFC might be given the licenses to set up new banks.  Four to five new licenses are expected to be issued. In the last 20 years, RBI issued licenses for 12 private sector banks in two phases.  In 1993 January, ten banks were given licenses as per the guidelines.  ICICI bank, HDFC bank, Axis bank, Indusind bank, DCB bank, IDBI bank are among those who were issued licence. RBI issued licenses for YES Bank, Kotak Mahindra bank were issued licenses in the year 2003-2004 financial year. after three years, RBI released guidelines for new banking licenses in 2013 February. There are 26 government sector and 22 private sector banks in India presently. Apart from these 56 regional rural banks are also serving the customers.  There are also 41 foreign banks and 46 foreign bank offices in India.",Positive
34,RBI likely to maintain status quo in April 1 monetary policy,http://post.jagran.com/rbi-likely-to-maintain-status-quo-in-april-1-monetary-policy-1396159358,Post,Axis Bank to open 750 urban branches over next two years Previous Article Axis Bank to open 750 urban branches over next two years Previous Article,2014-03-30T04:10:35Z,"Indian shares posted record highs in March as strong foreign buying sent blue-chip stocks such as Larsen & Toubro higher and boosted overall investor sentiment ahead of a general election. Provisional data showed foreign investors bought shares worth more than $3 billion in March, pushing the BSE Sensex to a life high of 22,467.21 points on the last trading day of the quarter. While the index rose 6 percent during the month, it rose 5.7 percent in the Jan-March period. Markets rallied on hopes that the main opposition Bharatiya Janata Party, perceived to be more business -friendly, would emerge as a winner in the general election, while hopes of a recovery in the domestic economy also aided sentiment. The rupee also gained during the period and posted its best quarter since Sept. 2012. In March, the Indian unit also breached the 60/dollar mark for the first time in eight months. Market participants would focus on the Reserve Bank of India monetary policy review on Tuesday, in which the central bank is expected to keep its key interest rate steady at 8 percent. February wholesale price inflation has slowed to below 5 percent and retail price rises have eased to a 25-month low. While stocks such as L&T and Hindalco topped the list of best Sensex performers in the quarter ending March 31, shares of companies such as NTPC and Tata Steel struggled during the period. Here are the top five Sensex gainers and losers of the March quarter:L&T: Shares in India’s top construction and engineering company surged nearly 19 percent in the March quarter and outperformed its sectoral sub-index, as stocks that focus on domestic economy rallied on strong foreign buying. The stock extended its rally in the March quarter after surging more than a third during the Oct-Dec period. “The stock would continue to outperform in the near term, given the increasing expectation of formation of a pro-growth government at the centre,” Prabhudas Lilladher said in a research note on March 19. Goldman on March 18 said Larsen & Toubro is seen as one of the private-sector beneficiaries from elections. HINDALCO: The aluminium and copper producer’s stock rose 15.7 percent in the March quarter.Hindalco shares hit a 52-week high of 142.70 rupees on Monday as metals and mining stocks gained on hopes that China, the world’s biggest consumer of aluminium and copper, will take measures to revive its slowing economy. Of the 39 analysts covering the stock, 16 have a ‘sell’ or equivalent rating while 7 have a ‘hold’ rating on the stock, according to Thomson Reuters data. ICICI BANK: The lender’s stock gained 13.4 percent in the quarter ending March. The broader bankex rose 12.1 percent in the same period. Earlier in March, Deutsche Bank raised ICICI Bank target price to 1,400 rupees from 1,310 rupees, with a ‘buy’ rating on the stock. “We maintain our positive stance on ICICI Bank, our top pick, despite the recent outperformance and expect the bank to continue its outperformance over HDFC Bank, as the broad economic trends point to moderate improvement from current levels,” Kotak Institutional Equities said in a March 18 research note. HDFC BANK: Shares in the bank rose 12.5 percent in the Jan-March quarter. Of the 52 analysts covering the stock, 39 have a ‘buy’ or equivalent rating, according to data. On March 11, Deutsche Bank raised HDFC Bank’s stock price target to 800 rupees from 760 rupees with a ‘buy’ rating. AXIS BANK: The stock of India’s third-largest private-sector bank by assets rose 12.4 percent this quarter. The government, earlier this month, raised about $900 million by selling 9 percent of Axis Bank to institutional investors, a move which has had no credit impact on the bank, according to Moody’s. “The government’s non-controlling interest did not separately factor into our rating of Axis, and the partial sale of it accordingly does not impact our credit analysis of the bank,” said Srikanth Vadlamani, a Moody’s Vice President and Senior Analyst. NTPC lost 12.3 percent in the three months to March, making its stock the worst Sensex performer of the quarter. Tata Steel and Sesa Sterlite fell nearly 7 percent. Shares in Infosys, India’s number two software services exporter, ended the quarter with losses of around 6 percent. Cipla shares slid 4.2 percent.",Positive
35,"Nifty ends above 6700; SBI loses 2 pc, pharma outperforms",http://ibnlive.in.com/news/nifty-ends-above-6700-sbi-loses-2-pc-pharma-outperforms/462186-7.html,IBN Live,BSE Bankex fell more than a percent as top lender State Bank of India and its rival Axis Bank plunged 2 percent each. ICICI Bank was down 0.6 percent. Engineering and construction major L&T trimmed losses in late trade after the management clarified about ...,2014-04-03T11:22:29Z,"Equity benchmarks retreated from record highs on Thursday with the Nifty snapping 10-day winning streak on account of profit booking in banks, oil & gas and capital goods stocks. The market fell as much as 0.8 percent intraday but it managed to trim losses in late trade. The Sensex was down 42.42 points to close at 22509.07 while the Nifty fell 16.45 points to 6736.10 after hitting an intraday low of 6,696.90. Market experts see such intermittent correction going ahead, but they do not see major correction as they feel the market will continue to see record highs at least till general elections outcome. Nifty ends above 6700; SBI loses 2 pc, pharma outperforms. The Sensex is down 42.42 points at 22509.07, and the Nifty is down 16.45 points at 6736.10. UR Bhat, MD, Dalton Capital Advisors said all the good news surrounding the expectations of a stable government has been already factored in. Infact he cautioned of a pre-election sell-off, but added the downside won't be much. The current rally is on the back of foreign funds and a favourable election verdict could take the Nifty 7,000, but after polls market may cool off , he said. He believes that this is not the time to make fresh investments in the market but those already holding positions may stay put. Banks, capital goods, oil & gas and Tata group stocks saw selling pressure while defensives like healthcare and FMCG shares supported the market. BSE Bankex fell more than a percent as top lender State Bank of India and its rival Axis Bank plunged 2 percent each. ICICI Bank was down 0.6 percent. Engineering and construction major L&T trimmed losses in late trade after the management clarified about write-off of slow moving orders .The stock closed with 0.77 percent loss after falling as much as 3.5 percent intraday. State-run power equipment maker BHEL lost over 3 percent while GAIL and Coal India fell 2 percent each. Petrochemical major Reliance Industries was down 0.5 percent and state-owned ONGC lost over a percent. IDFC shares plunged over 2 percent on profit booking. The stock rallied as much as 8.7 percent intraday today after the Reserve Bank of India on Wednesday has granted in-principle nod for banking license to company. Bandhan Financial Services was another company that received in-principle nod for banking license. However, shares of Hindustan Unilever, Cipla and Dr Reddy's Labs bucked the trend with more than 1.5 percent upmove. ITC, HDFC, Infosys, M&M and Hindalco gained over 0.5 percent. Drug maker Sun Pharma was up 0.6 percent after its subsidiary Caraco has received approval from USFDA for diuretic drug Furosemide. Sesa Sterlite climbed 0.6 percent and Hindustan Zinc rose 1 percent after rating agency Moody's raised Vedanta Resources rating outlook to stable from negative. Declining shares outnumbered advancing ones by a ratio of 1493 to 1275 on the Bombay Stock Exchange.",Negative
36,Jubilant Energy Enters USD15.0 Million Funding Deal,http://www.hispanicbusiness.com/2014/3/31/jubilant_energy_enters_usd15_0_million.htm,Hispanic Business,"LONDON (Alliance News) - Jubilant Energy NV Monday said it has entered a funding agreement with Axis Bank Ltd, Singapore Branch for USD15.0 million in the form of a foreign currency loan. Jubilant said the tenor of the loan is six years ...",2014-03-31T08:55:43Z,"Jubilant Energy NV Monday said it has entered a funding agreement with Axis Bank Ltd, Singapore Branch for USD15.0 million in the form of a foreign currency loan. Jubilant said the tenor of the loan is six years, with a capital moratorium period of four and a half years and with repayment commencing thereafter in four semi-annual instalments. The loan will accrue interest at a rate of 6-month USD LIBOR plus 570 basis points per annum, a processing fee of 9% and other nominal charges. The funds will be applied for general corporate purposes including debt repayments and servicing, Jubilant said. Jubilant said the loan is secured by a corporate guarantee Jubilant Enpro Private Ltd, the ultimate holding company of the company and which is jointly owned and controlled by Shyam Sunder Bhartia and Hari Shanker Bhartia. Jubilant said it has agreed to pay a commission of 1% a year of the guaranteed amount to Jubilant Enpro for its corporate guarantee. Jubilant Energy shares were Monday quoted at 8.92 pence, up 5.0%.",Positive
37,Jones Day on Indian Government Bank Share Sale,http://www.americanlawyer.com/id=1202648780667/Jones-Day-on-Indian-Government-Bank-Share-Sale,The American Lawyer,"Jones Day is advising the underwriters on the Indian governmentâ€™s $905 million sale of part of its stake in Axis Bank Ltd., the countryâ€™s third-largest private lender. The Unit Trust of India, which holds state-owned shares in private enterprises ...",2014-03-28T08:44:58Z," Jones Day is advising the underwriters on the Indian government’s $905 million sale of part of its stake in Axis Bank Ltd., the country’s third-largest private lender. The Unit Trust of India, which holds state-owned shares in private enterprises, was represented by in-house counsel in the deal, which will see the government’s stake in Axis reduced from 20.7 percent to 11.7 percent. The deal is part of a larger effort by the Indian government to reduce its budget deficit by selling assets. In December, the government raised $260 million through the $1.1 billion sale of shares in state-run Power Grid Corp. of India Ltd. Singapore partner Manoj Bhargava led a Jones Day team advising J.P. Morgan India, Citigroup India and JM Financial as joint bookrunners, with Amarchand Mangaldas & Suresh A. Shroff & Co. Mumbai partners Yash Ashar and Abhimanyu Bhattacharya as Indian counsel.",Average
38,Gold premiums seen falling further on any ease in curbs,http://www.thehimalayantimes.com/fullNews.php?headline=Gold+premiums+seen+falling+further+on+any+ease+in+curbs&NewsID=410701,Himalayan Times,"Last month, the RBI allowed five private banks including HDFC Bank and Axis Bank to import the metal, in what many saw as a first step towards an easing of the tough restrictions on gold trading. March imports as a result may have jumped from ...",2014-04-03T10:39:32Z,"Gold premiums in India are expected to fall from current levels of about $30 an ounce after the Reserve Bank of India (RBI) indicated it is considering removing some of the curbs to trade that have crippled imports. India, the second biggest consumer of gold after China, last year imposed a record 10 per cent import duty on the metal and said a fifth of all shipments should be re-exported as finished product to help narrow its current account deficit (CAD). But the recent easing of the CAD has given Finance Minister P Chidambaram and the head of the central bank, Raghuram Rajan, the space to consider lifting the restrictions on gold. “I think what we have to do is slowly and steadily take actions to remove some of these curbs,” Reserve Bank of India (RBI) Governor Raghuram Rajan told analysts on Wednesday. Timing of any action will be discussed with the government, he said. Premiums fell 85 per cent to $25 to $30 an ounce to London prices on Wednesday, and industry officials on Thursday said premiums would fall further with any easing of the rules. “Premiums will come back to normal, it may range between $1 to $2 an ounce,” said Bachhraj Bamalwa, director with All India Gems and Jewellery Trade Federation (GJF). “People who have been on the sidelines due to high premiums will come back into the market.” he mentioned. Bullion prices in India hit a record of $160 an ounce to London prices in December of last year. GJF’s Bamalwa said the government could lower the amount of gold that had to be re-exported to increase supplies in the domestic market. Last month, the RBI allowed five private banks including HDFC Bank and Axis Bank to import the metal, in what many saw as a first step towards an easing of the tough restrictions on gold trading.",Positive
39,"Bandhan, IDFC Get On The Tough Road",http://www.businessworld.in/news/economy/bandhan-idfc-get-on-the-tough-road/1318457/page-1.html,businessworld.in,"There is also more of the same: IDFC is the third financial institution to get a license after Axis Bank (old UTI Bank set up UTI), IDBI Bank (IDBI), and ICICI Bank (ICICI Ltd). The ""surprise"" in the pack is Bandhan. Set up in 2001 by Chandrashekhar ...",2014-04-04T10:31:12Z,"The government has reduced the import tariff value on gold to $421 per 10 grams from $445 per 10 gram earlier. Also, the import tariff value — the base price at which customs duty is determined to prevent under-invoicing — in case of silver has been reduced to $644 per kg from $694 per kg earlier, a notification by the Central Board of Excise and Customs said. The tariff value is revised on a fortnightly basis after analysing the global price trend. Gold is the second largest import item for India after petroleum. The government had taken several measures to curb gold shipments to address the high current account deficit. These measures include raising the import duty to 10 per cent on the metal and also made it mandatory for traders to export 20 per cent of the imported gold, thereby creating supply crunch in the domestic market. According to the jewellers body, total gold imports are expected to be not more than 550 tonnes this fiscal due to these restrictions, from 845 tonnes in the last fiscal. The Commerce Ministry has asked the Finance Ministry to relax curbs on gold imports. RBI has allowed more banks, including Axis Bank and Kotak Mahindra Bank, to import gold under the 80:20 scheme, a move seen as a precursor to easing restrictions on inward shipments of the metal.",Positive
40,'Primary bond issuance dips 48.6% to $10.8 billion in Q1',http://zeenews.india.com/business/news/finance/primary-bond-issuance-dips-48-6-to-10-8-billion-in-q1_97323.html,Zee News,"Axis Bank topped the ranking for underwriting bonds issued domestically with related proceeds of USD 1.7 billion from 35 deals or 15.9 percent of all the bond offerings. According to the report, capital raisings through bonds generated a fees ...",2014-04-03T15:18:43Z,"Primary bond issuances by corporates plunged by a whopping 48.6 percent to USD 10.8 billion in the January-March period, down from the record USD 21 billion a year ago, says a report. Domestic companies tapping the offshore US dollar- denominated bond markets in Q1 of this year totaled USD 2 billion, a decline of 64 percent, as against USD 5.7 billion in the first quarter of last year, according a Thomson Reuters report on the debt capital market. The majority of the bond proceeds were issued by companies from the financials sector with 69.7 percent market share, or USD 7.5 billion. The consumer staples sector came stood second and captured 12.1 percent of the market share with USD 1.3 billion worth of proceeds, a 37.1 percent growth compared to the proceeds during the first quarter of 2013. The rupee-denominated bond proceeds amounted to Rs 53,090 crore a 36.5 percent decline compared to the record-high quarterly level attained during last year at Rs 83,660 crore. Total proceeds also saw a quarterly decline of 16.4 percent from the fourth quarter of 2013 when it stood at Rs 63,480 crore, the report said. In the rupee-denominated bond markets, financials sector accounted for 62.8 percent with total proceeds of Rs 33,360 crore from 79 new issues. The consumer staples sector, with Rs 8,000 crore in proceeds, grew 53.8 percent from the first quarter of 2013, and accounted for 15.1 percent of the market share. The report said Asia Pacific's aggregate local currency bond volume amounted to USD 131.4 billion so far this year, down 29.1 percent from the last year period. The rupee-denominated bonds accounted for 6.6 percent of Asia's local currency bond market share while Chinese yuan captured the biggest market share with 39.1 percent, the report said. Axis Bank topped the ranking for underwriting bonds issued domestically with related proceeds of USD 1.7 billion from 35 deals or 15.9 percent of all the bond offerings. According to the report, capital raisings through bonds generated a fees worth USD 14.4 million, a 61.9 percent decline from the comparative period last year.",Positive
41,India's Mar '14 gold imports likely to be on higher side: GJF,http://www.metal.com/newscontent/59199_indias-mar-14-gold-imports-likely-to-be-on-higher-side-gjf,Shanghai Metals Market,"The gold import permissions were being granted to HDFC Bank, Kotak Mahindra Bank, Axis Bank, IndusInd Bank and Yes Bank. According to Haresh Soni, these five banks have wide presence across India. The competition arising out of the entry of new ...",2014-04-04T01:05:42Z,"The gold imports by the country during March are expected to jump higher from February levels, noted the country’s biggest jewellery trade body. According to Haresh Soni, Chairman, All India Gems and Jewellery Trade Federation (GJF), the RBI’s decision to grant gold import licenses to five new banks will take the country’s gold imports in March to higher levels. Earlier, during mid-March, the RBI had allowed five domestic private sector banks to import gold as part of easing stringent rules of import. The gold import permissions were being granted to HDFC Bank, Kotak Mahindra Bank, Axis Bank, IndusInd Bank and Yes Bank. According to Haresh Soni, these five banks have wide presence across India. The competition arising out of the entry of new banks may result in state-owned agencies clearing off their stock against orders. The gold premiums in India declined sharply on hopes of increased supply of the precious metal. The premiums fell to as low as $25-$30 per troy ounce, a fall of nearly 85% from the peak of $160 during December last year. Haresh Soni also urged the government to ease the pressure on legal gold imports into the country to save the struggling gems and jewellery industry. Industry sources view the RBI’s decision as the first step towards easing of strict gold import norms. The country’s Finance Minister, P Chidambaram had announced during a press briefing that the government may consider further relaxations on 80:20 norms after necessary consultations with the RBI.",Positive
42,"Sensex snaps six-day rally, end 42 points lower",http://www.hindustantimes.com/business-news/sensex-nifty-high-bse-nse-stocks/article1-1203635.aspx,Hindustan Times,"Gail India was down 2.23%. Another public sector company Coal India too lost 2.21%. SBI ended 1.97% lower, Axis Bank 1.96%. Bharti Airtel, Tata Steel and ONGC all lost over 1% each. HUL rose by 1.89%, followed by Cipla at 1.65%. Dr Reddy's Lab gained 1.50% ...",2014-04-03T13:31:20Z,"Markets retreated from all-time high levels on Thursday, with BSE benchmark Sensex closing over 42 points lower to register the first fall in seven days on profit-booking in banking, refinery and capital goods shares. In early trade, the bellwether index soared to all-time high of 22,620.65 on initial buying on the back of foreign capital inflows. The is the ninth day in a row the key index is registering a fresh life-time high intra-day. In choppy trade, it declined to day's low of 22,369.28 before settling at 22,509.07, a loss of 42.42 points or 0.19% from its previous close. The 50-share NSE Nifty also fell by 16.45 points to finish at 6,736.10 after registering all- time peak of 6,776.75 in early trade. Rising on the back of steady fund inflows, the Sensex on March 24 closed above 22,000 for the first time ever. The total gain for the Sensex in the previous six days is 496.28 points or 2.25%. Many had attributed the surge in markets to sustained FII inflows on hopes of a stable government coming to power at the Centre after general elections. Finance minister P Chidambaram had claimed last week that markets were rallying on account of the UPA government's corrective measures for the economy. Bank stocks fell on Thursday after the Reserve Bank of India (RBI) on Wednesday clarified that the option for spreading the mark-to- market losses over the three quarters ended on March 31, 2014 and no further extension is allowed, brokers said. Foreign Institutional Investors (FIIs) bought shares worth a net Rs. 594.67 crore on Wednesday, as per the provisional data from the stock exchanges. ""The domestic bourses traded in the red as investors opted to book profit after recent advances. However, recovery in later half significantly pared losses as a result the benchmarks managed to close slightly on the negative note,"" said Jayant Manglik, president, Retail Distribution, Religare Securities. Of 30 Sensex stocks, 17 ended lower, while 13 finished higher. State-run power equipment maker BHEL suffered a loss 3.20%, the biggest among Sensex scrips. Gail India was down 2.23%. Another public sector company Coal India too lost 2.21%. SBI ended 1.97% lower, Axis Bank 1.96%. Bharti Airtel, Tata Steel and ONGC all lost over 1% each. HUL rose by 1.89%, followed by Cipla at 1.65%. Dr Reddy's Lab gained 1.50%, HDFC 0.70%. Among the S&P BSE sectoral indices bankex fell by 1.09%, followed by Oil&Gas 0.87%, CG 0.83%, Realty 0.44% and Power 0.44%. Healthcare was firmed up by 0.95% and FMCG 0.44%. The market breadth turned negative as 1,511 stocks finished in the red, 1,277 stocks ended in the green and 131 ruled steady. The total turnover dropped to Rs. 2,967.41 crore from Rs. 3,290.90 crore on Wednesday. Asian stocks showed a mixed trend even after data showed US companies added workers and China outlined economic stimulus plans. Key benchmark indices in Hongkong, Japan and Singapore moved up by 0.18-0.85%, while indices in China, South Korea and Taiwan eased by 0.18-0.74%. European markets were trading lower in their early trade before European Central Bank's (ECB) rate decision. Key indices in France, Germany and UK declined by 0.03-0.12%.",Negative
43,Asian Markets End Higher,http://news.morningstar.com/articlenet/article.aspx?id=641800,news.morningstar.com,"... boosted by the Election Commissionâ€™s decision to allow the Reserve Bank of India to announce new bank licenses before the general elections. Axis Bank was down 0.2% after the regulator said foreign institutional investors, or FIIâ€™s, will not be ...",2014-04-02T08:53:21Z,"The Nikkei led gains for the Asian markets Wednesday. The Nikkei gained 1%. The Shanghai Composite was up 0.6% while the Hang Seng moved up 0.3%. The Sensex added 0.5% while the All Ordinaries put on 0.3%. Data earlier today in Australia showed approvals to build new homes fell more-than-expected last week to a seasonally adjusted 5% from 6.9% in the preceding week. Stocks on the Move. Renesas Electronics surged 6% after a report the company may sell its chip-making unit for smartphone displays. Renesas responded in a statement saying the report was not based on something it had previously announced but they were considering various options for the unit. Auto stocks were smartly higher on a combination of some upbeat sales figures in the U.S. and a weak yen. Toyota gained slightly over half a percent while Honda and Nissan were up about 1.2% and 1.5% each, respectively. Mazda revved up 2.8%. Fuji Heavy Industries gained 2.9%, helped by a 21% increase in sales of its Subaru brand. Other exporters also ended mostly higher. Kyushu Electric dropped 5% on a Nikkei report that said the utility is in talks with the Development Bank of Japan to secure a 100 billion yen investment. Property stocks advanced in Hong Kong and on the mainland. Poly Real Estate was up 7% in Shanghai after it said late Monday its 2013 net income and revenue increased 27% and 34% each, respectively. The Sensex hit yet another lifetime high with Airtel the top gainer on the Sensex, up 3.3%. Tata Motors gained 2.6%. SBI was up 2.1% while Cipla and ONGC rose 2% each, respectively. L&T, RIL, ICICI Bank, HDFC, and Tata Power all gained in a range between 1% and 1.9%. The broader market was boosted by the Election Commission’s decision to allow the Reserve Bank of India to announce new bank licenses before the general elections. Axis Bank was down 0.2% after the regulator said foreign institutional investors, or FII’s, will not be allowed to buy more shares in the lender as the total holding by FII’s had already breached the overall limit of 49%. In Sydney, breads and spreads maker Goodman Fielder plunged over 22% after the company issued a profit warning. BHP Billiton was up about a percent.",Negative
44,Indian Shares End Lower,http://online.wsj.com/article/DN-CO-20140403-004858.html,The Wall Street Journal,"Among major stock losers, State Bank of India--the country's biggest lender--declined 2% to 1895.35 rupees, while Axis Bank also fell 2% to 1437.25 rupees. The rupee was trading weaker against the U.S. dollar. In late spot market trading ...",2014-04-03T09:06:29Z,"Indian shares snapped out of a six-session winning streak to end lower Thursday as a weak services activity report prompted investors to book profits. Nevertheless, the losses were marginal as sentiment remains upbeat on growing hopes of a business-friendly government taking charge following general elections. The Bombay Stock Exchange's benchmark S&P BSE Sensex ended down 0.2% at 22509.07 points after hitting a fresh high of 22620.65 points earlier in the session. The National Stock Exchange's 30-stock Nifty index also fell 0.2% to 6736.10 points. ""This is a healthy correction,"" said Sunil Pachisia, vice president of institutional equities at the brokerage Pratibhuti Viniyog. ""If we have to see further upside, then it is very much required that some correction should take place,"" he added. The benchmark index has hit successive record highs in recent sessions, gaining 6% over the past month. Investors are hoping that the country's main opposition, Bharatiya Janata Party, which surveys show is leading the race to form the next government, would speed up economic reforms. Earlier Thursday, an HSBC/Markit survey showed India's services activity contracted for the ninth successive month, raising concerns about the economy which is growing at its weakest pace in a decade. Services contribute about 60% to India's gross domestic product. Eight of the Bombay Stock Exchange's 12 sector indices ended lower. The S&P BSE bank index fell 1.1% after rallying about 15% over the past one month. Among major stock losers, State Bank of India--the country's biggest lender--declined 2% to 1895.35 rupees, while Axis Bank also fell 2% to 1437.25 rupees. The rupee was trading weaker against the U.S. dollar. In late spot market trading, a dollar was buying 60.17 rupees compared with 59.90 rupees at Wednesday's close.",Negative
45,"Loan Week, March 21-27","http://www.financeasia.com/News/381076,loan-week-march-21-27.aspx",Finance Asia,Axis Finance has sealed a Rs7.3 billion one-year credit facility though sole bookrunner and mandated lead arranger Axis Bank. The facility is fully underwritten by the lead. Final allocations saw participant Punjab & Sind bank provide Rs3 billion while ...,2014-03-27T15:27:01Z,Axis Finance has sealed a Rs7.3 billion one-year credit facility though sole bookrunner and mandated lead arranger Axis Bank. The facility is fully underwritten by the lead. Final allocations saw participant Punjab & Sind bank provide Rs3 billion while Axis Bank and participant Bank of Baroda took Rs2.3 billion and Rs2 billion respectively. Proceeds are for onward lending purposes.,Positive
46,Indian Shares End Lower,http://online.wsj.com/article/DN-CO-20140403-004858.html,The Wall Street Journal,"Among major stock losers, State Bank of India--the country's biggest lender--declined 2% to 1895.35 rupees, while Axis Bank also fell 2% to 1437.25 rupees. The rupee was trading weaker against the U.S. dollar. In late spot market trading ...",2014-04-03T09:06:29Z,"Indian shares snapped out of a six-session winning streak to end lower Thursday as a weak services activity report prompted investors to book profits. Nevertheless, the losses were marginal as sentiment remains upbeat on growing hopes of a business-friendly government taking charge following general elections. The Bombay Stock Exchange's benchmark S&P BSE Sensex ended down 0.2% at 22509.07 points after hitting a fresh high of 22620.65 points earlier in the session. The National Stock Exchange's 30-stock Nifty index also fell 0.2% to 6736.10 points. ""This is a healthy correction,"" said Sunil Pachisia, vice president of institutional equities at the brokerage Pratibhuti Viniyog. ""If we have to see further upside, then it is very much required that some correction should take place,"" he added. The benchmark index has hit successive record highs in recent sessions, gaining 6% over the past month. Investors are hoping that the country's main opposition, Bharatiya Janata Party, which surveys show is leading the race to form the next government, would speed up economic reforms. Earlier Thursday, an HSBC/Markit survey showed India's services activity contracted for the ninth successive month, raising concerns about the economy which is growing at its weakest pace in a decade. Services contribute about 60% to India's gross domestic product. Eight of the Bombay Stock Exchange's 12 sector indices ended lower. The S&P BSE bank index fell 1.1% after rallying about 15% over the past one month. Among major stock losers, State Bank of India--the country's biggest lender--declined 2% to 1895.35 rupees, while Axis Bank also fell 2% to 1437.25 rupees. The rupee was trading weaker against the U.S. dollar. In late spot market trading, a dollar was buying 60.17 rupees compared with 59.90 rupees at Wednesday's close. ",Negative
