343,weaker,-1
344,slip,-1
345,rejected,-1
346,grudge,-1
347,slid,-1
348,laggards,-1
349,declines,-1
350,decline,-1
351,pause,-1
352,worst,-1
353,worse,-1
354,overdone,-1
355,over-bought,-1
356,back,-1
357,examine,-1
358,enquiries,-1
359,criminality,-1
360,corruption,-1
361,malaise,-1
362,corrupt,-1
363,unscrupulous,-1
364,disadvantage,-1
365,liabilities,-1
366,waning,-1
367,skeptical,-1
368,penalty,-1
369,punishment,-1
370,fallen,-1
371,disputed,-1
372,imposed,-1
373,denying,-1
374,allegation,-1
375,violated,-1
376,ill,-1
377,diatribe,-1
378,objected,-1
379,investigation,-1
380,alleged,-1
381,enquire,-1
382,defunct,-1
383,inquiry,-1
384,examined,-1
385,bruising,-1
386,notoriously,-1
387,backlash,-1
388,behind,-1
389,slowing,-1
390,Caution,-1
391,vacant,-1
392,prolong,-1
393,snapped,-1
394,deteriorated,-1
395,breach,-1
396,falling,-1
397,falls,-1
398,breaching,-1
399,breaches,-1
400,sells,-1
401,downs,-1
402,deterioate,-1
403,deterioating,-1
404,deterioates,-1
405,snap,-1
406,snaps,-1
407,snapping,-1
408,prolonged,-1
409,prolonging,-1
410,vacating,-1
411,slow,-1
412,backlashing,-1
413,backlashed,-1
414,backlashes,-1
415,notorious,-1
416,bruise,-1
417,bruises,-1
418,bruised,-1
419,defunctional,-1
420,defunctioning,-1
421,enquiry,-1
422,enquiring,-1
423,allege,-1
424,alleging,-1
425,investigate,-1
426,diatribing,-1
427,diatribed,-1
428,violate,-1
429,violating,-1
430,deny,-1
431,denyed,-1
432,imposing,-1
433,impose,-1
434,imposes,-1
435,dispute,-1
436,disputes,-1
437,punish,-1
438,punished,-1
439,punishing,-1
440,punishes,-1
441,skeptic,-1
442,wane,-1
443,waned,-1
444,wanes,-1
445,malaised,-1
446,criminals,-1
447,criminal,-1
448,examining,-1
449,overdo,-1
450,paused,-1
451,slide,-1
452,sliding,-1
453,grudges,-1
454,weak,-1
455,weakened,-1
456,weakening,-1
457,disturb,-1
458,disturbing,-1
459,disturbs,-1
460,drag,-1
461,dragging,-1
462,drags,-1
463,withdrawing,-1
464,withdraw,-1
465,withdrawed,-1
466,reject,-1
467,rejecting,-1
468,rejects,-1
469,hurts,-1
470,hurting,-1
471,dropping,-1
472,braking,-1
473,suffer,-1
474,sufferring,-1
475,suffers,-1
476,loss,-1
477,underperforming,-1
478,underperformed,-1
479,pessimist,-1
480,pessimistic,-1
481,gloomy,-1
482,oppose,-1
483,faltering,-1
484,faltered,-1
485,retreating,-1
486,retreated,-1
487,outflowing,-1
488,outflowed,-1
489,constraint,-1
490,failing,-1
491,surrendering,-1
492,surrender,-1
493,ignoring,-1
494,frauds,-1
495,compress,-1
496,reduced,-1
497,refrain,-1
498,refraining,-1
499,deficits,-1
500,pressured,-1
501,presurrising,-1
502,disposed,-1
503,disposing,-1
504,shedding,-1
505,sheds,-1
506,depreciating,-1
507,depriciated,-1
508,lackluster,-1
509,resistance,-1
510,worries,-1
511,pared,-1
512,weighing,-1
513,trim,-1
514,offloaded,-1
515,thin,-1
516,outflows,-1
517,prevent,-1
518,worry,-1
519,worrying,-1
520,worried,-1
521,pare,-1
522,paring,-1
523,trimmed,-1
524,trimming,-1
525,trims,-1
526,offload,-1
527,offloading,-1
528,thinning,-1
529,thinned,-1
530,preventing,-1
531,prevents,-1
532,prevented,-1
